"gvkey","year","Filing","Date","Restate_Int"
28877,2007,"0001193125-07-264462","12/13/2007",0
28877,2008,"0001193125-08-251907","12/11/2008",0
28877,2009,"0001193125-09-242474","11/25/2009",0
28881,2005,"0001193125-05-057729","3/22/2005",0
28881,2006,"0001193125-06-061872","3/23/2006",0
28884,2005,"0000891618-05-000449","6/29/2005",0
28884,2006,"0000950134-06-019055","10/13/2006",0
28885,2005,"0001092306-05-000127","3/17/2005",1
28885,2007,"0001193125-07-210399","10/1/2007",1
28897,2005,"0000950124-05-001050","2/25/2005",0
28897,2006,"0001193125-06-034169","2/17/2006",0
28897,2007,"0001193125-07-046435","3/5/2007",0
28897,2008,"0001193125-08-043431","2/29/2008",0
28916,2009,"0001144204-09-016738","3/30/2009",0
28917,2005,"0001104659-05-010891","3/14/2005",0
28917,2006,"0001104659-06-017280","3/16/2006",0
28919,2005,"0000950129-05-002312","3/14/2005",0
28919,2006,"0000950129-06-002305","3/7/2006",0
28919,2007,"0001193125-07-042951","3/1/2007",0
28919,2008,"0001193125-08-040029","2/27/2008",0
28919,2009,"0000909281-09-000016","2/25/2009",0
28924,2005,"0000950123-05-004500","4/14/2005",0
28924,2006,"0001193125-06-073864","4/5/2006",0
28924,2007,"0001193125-07-074578","4/4/2007",0
28924,2008,"0001193125-08-073103","4/2/2008",0
28924,2009,"0001193125-09-070384","4/1/2009",0
28930,2005,"0001193125-05-034535","2/23/2005",0
28930,2006,"0001193125-06-036627","2/22/2006",0
28930,2007,"0001193125-07-035757","2/21/2007",0
28930,2008,"0001193125-08-032582","2/15/2008",0
28930,2009,"0001193125-09-027236","2/12/2009",0
28933,2005,"0000950144-05-003952","4/18/2005",0
28938,2005,"0001104659-05-010178","3/9/2005",0
28938,2006,"0001104659-06-014717","3/8/2006",0
28938,2007,"0001104659-07-016864","3/7/2007",0
28938,2008,"0000950134-08-003876","3/3/2008",0
28938,2009,"0001362310-09-002858","2/27/2009",0
28940,2005,"0000950137-05-003959","3/31/2005",0
28940,2006,"0000950137-06-003119","3/16/2006",0
28940,2007,"0000950137-07-003138","3/1/2007",0
28940,2008,"0000950137-08-003072","2/29/2008",0
28940,2009,"0000950137-09-001374","2/27/2009",0
28942,2005,"0000950152-05-005686","6/30/2005",0
28947,2005,"0001104659-05-047793","10/11/2005",0
28983,2005,"0001104659-05-011859","3/17/2005",0
28983,2006,"0001104659-06-021093","3/31/2006",0
28989,2009,"0000904896-09-000011","3/31/2009",1
28998,2005,"0000950134-05-005120","3/16/2005",0
28998,2006,"0000950134-06-005192","3/16/2006",0
28998,2007,"0000950137-07-003736","3/14/2007",0
28998,2008,"0000950137-08-003720","3/14/2008",0
28998,2009,"0000950137-09-001829","3/13/2009",0
29001,2005,"0000950123-05-003853","3/31/2005",0
29001,2006,"0000950152-06-001894","3/9/2006",0
29001,2007,"0000950152-07-001628","2/28/2007",0
29001,2008,"0000950152-08-001511","2/28/2008",0
29001,2009,"0000950152-09-001849","2/26/2009",0
29011,2005,"0001193125-05-050057","3/15/2005",0
29011,2006,"0001193125-06-053694","3/14/2006",0
29011,2007,"0000906553-07-000003","3/1/2007",0
29011,2008,"0001193125-08-043612","2/29/2008",0
29011,2009,"0001193125-09-042674","3/2/2009",0
29015,2005,"0000950129-05-002490","3/16/2005",0
29015,2006,"0000950129-06-002462","3/9/2006",0
29015,2007,"0000950124-07-001573","3/16/2007",1
29015,2008,"0001047469-08-002087","2/29/2008",0
29015,2009,"0001047469-09-002106","3/2/2009",0
29028,2005,"0001193125-05-223245","11/10/2005",0
29028,2006,"0001193125-06-238399","11/17/2006",0
29028,2007,"0001193125-07-225805","10/25/2007",1
29028,2008,"0001193125-08-211709","10/16/2008",1
29028,2009,"0001193125-09-208963","10/16/2009",0
29032,2005,"0001144204-05-009706","3/31/2005",0
29032,2006,"0001144204-06-012878","3/31/2006",0
29032,2007,"0001144204-07-012862","3/15/2007",0
29032,2008,"0001144204-08-015683","3/17/2008",0
29032,2009,"0001144204-09-013677","3/13/2009",0
29040,2005,"0001193125-05-065388","3/31/2005",0
29040,2006,"0000950116-06-001104","3/31/2006",0
29040,2007,"0001188112-07-000943","4/2/2007",0
29040,2008,"0001188112-08-001169","3/31/2008",0
29040,2009,"0001188112-09-000760","3/31/2009",0
29066,2005,"0001193125-05-066475","3/31/2005",0
29066,2006,"0001193125-06-070368","3/31/2006",0
29074,2005,"0000950117-05-002628","6/29/2005",0
29074,2006,"0000950117-06-002989","7/14/2006",0
29074,2007,"0000930413-07-005674","6/29/2007",0
29085,2005,"0001193125-05-006013","1/13/2005",0
29086,2005,"0001088020-05-000060","9/13/2005",0
29086,2006,"0001088020-06-000058","9/13/2006",0
29086,2007,"0001088020-07-000042","9/13/2007",0
29086,2008,"0001088020-08-000050","9/29/2008",0
29086,2009,"0001088020-09-000050","9/28/2009",0
29089,2009,"0001193125-09-069352","3/31/2009",0
29108,2005,"0000950134-05-003775","2/25/2005",1
29108,2006,"0000950134-06-006240","3/30/2006",0
29108,2007,"0000950134-07-004227","2/27/2007",0
29108,2008,"0000950134-08-003007","2/19/2008",0
29108,2009,"0000950134-09-003225","2/19/2009",0
29127,2005,"0001193125-05-047638","3/11/2005",0
29127,2006,"0001104659-06-013846","3/3/2006",0
29127,2007,"0001104659-07-015059","2/28/2007",0
29127,2008,"0001047469-08-002303","3/6/2008",0
29127,2009,"0001047469-09-002189","3/3/2009",0
29129,2006,"0000921895-06-000823","3/30/2006",0
29129,2007,"0000921895-07-000560","3/14/2007",0
29129,2008,"0000921895-08-000849","3/17/2008",0
29129,2009,"0000921895-09-000744","3/13/2009",0
29131,2005,"0001219870-05-000024","3/11/2005",0
29131,2006,"0001194396-06-000106","3/16/2006",0
29131,2007,"0000950152-07-001687","3/1/2007",0
29131,2008,"0000950152-08-001451","2/27/2008",0
29131,2009,"0000950152-09-001842","2/26/2009",0
29133,2005,"0001193125-05-047028","3/11/2005",0
29133,2006,"0001193125-06-038135","2/24/2006",0
29133,2007,"0001193125-07-037418","2/23/2007",0
29133,2008,"0000780571-08-000042","2/26/2008",0
29133,2009,"0000780571-09-000015","2/26/2009",0
29143,2005,"0000950129-05-002484","3/16/2005",0
29143,2006,"0000950129-06-002731","3/16/2006",0
29143,2007,"0000950124-07-001541","3/16/2007",0
29143,2008,"0000950148-08-000052","2/29/2008",0
29143,2009,"0000950134-09-005453","3/16/2009",0
29150,2005,"0001193125-05-078716","4/18/2005",0
29150,2006,"0001193125-06-078640","4/12/2006",0
29150,2007,"0001193125-07-070413","3/30/2007",0
29150,2008,"0001193125-08-068073","3/28/2008",0
29150,2009,"0001193125-09-069726","4/1/2009",0
29151,2005,"0000911147-05-000024","4/15/2005",0
29151,2006,"0001140361-06-003640","3/10/2006",0
29151,2007,"0000911147-07-000007","3/16/2007",0
29151,2008,"0000911147-08-000007","3/17/2008",0
29151,2009,"0000911147-09-000002","3/16/2009",0
29156,2005,"0000950124-05-001400","3/10/2005",0
29156,2006,"0000950124-06-001052","3/8/2006",0
29156,2007,"0000950124-07-001136","2/27/2007",0
29156,2008,"0001362310-08-001125","2/26/2008",0
29156,2009,"0001362310-09-002752","2/25/2009",0
29165,2005,"0001116502-05-000609","3/31/2005",0
29165,2006,"0000950144-06-003044","3/31/2006",0
29165,2007,"0000950144-07-002341","3/16/2007",0
29165,2008,"0000950144-08-002017","3/17/2008",0
29165,2009,"0000950144-09-002254","3/16/2009",0
29170,2005,"0000893220-05-000693","3/29/2005",0
29170,2006,"0001144204-06-028595","7/14/2006",0
29170,2007,"0001144204-07-034886","7/2/2007",0
29170,2008,"0001144204-08-019131","3/31/2008",0
29170,2009,"0001144204-09-016106","3/25/2009",0
29173,2005,"0000950129-05-002178","3/10/2005",0
29173,2006,"0000950129-06-002246","3/3/2006",0
29173,2007,"0000950129-07-001077","3/1/2007",0
29173,2008,"0000950129-08-001379","2/29/2008",0
29173,2009,"0000950129-09-000662","2/27/2009",0
29206,2005,"0001206774-05-000365","3/16/2005",0
29206,2006,"0001206774-06-000394","3/9/2006",0
29206,2007,"0000912728-07-000025","2/27/2007",0
29217,2005,"0001072613-05-002621","11/14/2005",1
29217,2006,"0000891020-06-000331","11/13/2006",0
29217,2007,"0000891020-07-000308","10/29/2007",0
29217,2008,"0001193125-08-218012","10/28/2008",0
29217,2009,"0001193125-09-214755","10/27/2009",0
29241,2005,"0001193125-05-195032","9/30/2005",0
29241,2006,"0001193125-06-190889","9/14/2006",0
29241,2007,"0001193125-07-191624","8/29/2007",0
29241,2008,"0001193125-08-184575","8/27/2008",0
29241,2009,"0001193125-09-180423","8/24/2009",0
29250,2005,"0001193125-05-051263","3/15/2005",0
29250,2006,"0000936392-06-000298","3/31/2006",0
29264,2005,"0000950135-05-002021","4/14/2005",0
29264,2006,"0000950135-06-001894","3/29/2006",0
29264,2007,"0000950135-07-002170","4/10/2007",0
29264,2008,"0000950135-08-002578","4/17/2008",0
29264,2009,"0000950135-09-002874","4/16/2009",0
29268,2005,"0001193125-05-061015","3/25/2005",0
29268,2006,"0001193125-06-070684","3/31/2006",0
29268,2007,"0001193125-07-065434","3/27/2007",0
29268,2008,"0001193125-08-075181","4/4/2008",0
29268,2009,"0001193125-09-055488","3/16/2009",0
29274,2005,"0000950123-05-003083","3/14/2005",0
29274,2006,"0000950123-06-002931","3/10/2006",0
29274,2007,"0000950123-07-002631","2/23/2007",0
29274,2008,"0000950123-08-001950","2/22/2008",0
29274,2009,"0001362310-09-002512","2/20/2009",0
29278,2005,"0000950133-05-000121","1/13/2005",0
29278,2006,"0000950133-06-000098","1/13/2006",0
29278,2007,"0000950133-07-005133","12/28/2007",0
29278,2008,"0001362310-08-008619","12/29/2008",0
29304,2009,"0000922907-09-000393","7/22/2009",0
29312,2005,"0000950133-05-001044","3/15/2005",0
29312,2006,"0000950133-06-001228","3/14/2006",0
29312,2007,"0000950133-07-000843","2/28/2007",0
29312,2008,"0000950133-08-000774","2/26/2008",0
29312,2009,"0000950133-09-000480","2/26/2009",0
29319,2009,"0001140361-09-009664","4/15/2009",0
29338,2005,"0001193125-05-180196","9/6/2005",0
29338,2008,"0001047469-08-002536","3/12/2008",0
29341,2005,"0000912908-05-000030","4/4/2005",0
29341,2006,"0000912908-06-000002","4/3/2006",0
29342,2005,"0001104659-05-012771","3/25/2005",0
29342,2006,"0001019056-06-000342","3/31/2006",0
29342,2007,"0001019056-07-000288","3/23/2007",0
29344,2009,"0000912086-09-000002","3/30/2009",0
29346,2005,"0001214782-05-000154","5/23/2005",0
29346,2006,"0001332277-06-000162","4/4/2006",0
29346,2007,"0001193125-07-069077","3/30/2007",0
29346,2008,"0001193125-08-074428","4/4/2008",0
29353,2005,"0000950134-05-020307","11/2/2005",0
29353,2006,"0000950129-06-009258","10/31/2006",0
29353,2007,"0000950134-07-025004","12/6/2007",0
29353,2008,"0000950134-08-018841","10/31/2008",0
29353,2009,"0000950123-09-055002","10/30/2009",0
29382,2005,"0001019056-05-000307","3/16/2005",0
29382,2006,"0001019056-06-000265","3/14/2006",0
29382,2007,"0001019056-07-000248","3/9/2007",0
29382,2008,"0001019056-08-000394","3/12/2008",0
29382,2009,"0001019056-09-000306","3/12/2009",0
29386,2005,"0001104659-05-011104","3/15/2005",0
29386,2006,"0001193125-06-056561","3/16/2006",0
29386,2007,"0001193125-07-055778","3/15/2007",0
29386,2008,"0001193125-08-053039","3/11/2008",0
29386,2009,"0001193125-09-042705","3/2/2009",0
29392,2005,"0000915389-05-000023","3/15/2005",0
29392,2006,"0000915389-06-000017","3/13/2006",0
29392,2007,"0000915389-07-000019","3/1/2007",0
29392,2008,"0000915389-08-000017","2/29/2008",0
29392,2009,"0000915389-09-000014","2/25/2009",0
29433,2005,"0000950134-05-011970","6/14/2005",0
29433,2006,"0000950134-06-011582","6/14/2006",0
29433,2007,"0000950137-07-008769","6/14/2007",0
29433,2008,"0000950137-08-008507","6/16/2008",0
29433,2009,"0000950123-09-012650","6/9/2009",0
29435,2005,"0001193125-05-242302","12/14/2005",0
29435,2006,"0001193125-06-252487","12/13/2006",0
29435,2007,"0001193125-07-263893","12/12/2007",0
29435,2008,"0001193125-08-251325","12/10/2008",0
29435,2009,"0001193125-09-245170","12/1/2009",0
29449,2005,"0001104659-05-013666","3/30/2005",0
29449,2006,"0001104659-06-019066","3/24/2006",0
29449,2007,"0001104659-07-022603","3/27/2007",0
29449,2008,"0001104659-08-020377","3/27/2008",0
29449,2009,"0001104659-09-020558","3/27/2009",0
29453,2005,"0001193125-05-046389","3/10/2005",0
29453,2006,"0001193125-06-051265","3/13/2006",0
29453,2007,"0001193125-07-041208","2/27/2007",0
29453,2008,"0001193125-08-039317","2/27/2008",0
29453,2009,"0001193125-09-040197","2/27/2009",0
29461,2005,"0000950135-05-003023","5/24/2005",0
29461,2006,"0000950135-06-001655","3/16/2006",0
29461,2007,"0000950135-07-001682","3/16/2007",0
29511,2005,"0001157523-05-001951","2/25/2005",0
29511,2006,"0001157523-06-002094","2/28/2006",0
29511,2007,"0001157523-07-002176","2/28/2007",0
29511,2008,"0001157523-08-001843","2/28/2008",0
29511,2009,"0001193125-09-038486","2/26/2009",0
29517,2006,"0001144204-06-010053","3/15/2006",0
29517,2007,"0001144204-07-013149","3/16/2007",0
29517,2008,"0001144204-08-015754","3/17/2008",0
29517,2009,"0001144204-09-014237","3/16/2009",0
29555,2005,"0000893220-05-002892","12/13/2005",0
29555,2006,"0001362310-06-000397","12/11/2006",0
29555,2007,"0001362310-07-003200","11/29/2007",0
29555,2008,"0001362310-08-007607","11/21/2008",0
29555,2009,"0000950123-09-064770","11/20/2009",0
29608,2005,"0001193125-05-066988","3/31/2005",0
29608,2006,"0001193125-06-070482","3/31/2006",0
29608,2007,"0001193125-07-071986","4/2/2007",0
29608,2008,"0001193125-08-071243","3/31/2008",0
29608,2009,"0001193125-09-067916","3/30/2009",0
29609,2005,"0000950162-05-000884","9/13/2005",0
29609,2006,"0000950162-06-000926","9/13/2006",0
29609,2008,"0001193125-08-187673","8/29/2008",0
29609,2009,"0001193125-09-184793","8/31/2009",0
29612,2005,"0001008886-05-000178","8/26/2005",0
29612,2006,"0001008886-06-000149","9/1/2006",0
29612,2007,"0001329511-07-000034","8/29/2007",0
29612,2008,"0001008886-08-000072","8/28/2008",0
29612,2009,"0001008886-09-000077","9/4/2009",0
29616,2005,"0000950134-05-023933","12/29/2005",0
29616,2006,"0000950134-06-023793","12/29/2006",0
29616,2007,"0000950134-07-026253","12/28/2007",0
29616,2008,"0000950134-08-022814","12/29/2008",0
29616,2009,"0000950123-09-073888","12/29/2009",0
29621,2005,"0001193125-05-201774","10/14/2005",0
29621,2006,"0001193125-06-208501","10/16/2006",0
29621,2007,"0001193125-07-218477","10/15/2007",0
29621,2008,"0001193125-08-210115","10/14/2008",0
29621,2009,"0001193125-09-207854","10/14/2009",0
29627,2005,"0001193125-05-140780","7/12/2005",0
29627,2006,"0001193125-06-138151","6/28/2006",0
29627,2007,"0001193125-07-147366","6/29/2007",1
29627,2008,"0000936392-08-000444","6/30/2008",1
29627,2009,"0000950123-09-018102","6/26/2009",0
29634,2005,"0001206774-05-002010","12/14/2005",0
29634,2006,"0001206774-06-002573","12/12/2006",0
29634,2007,"0001362310-07-003378","12/14/2007",0
29634,2008,"0001362310-08-008212","12/15/2008",0
29634,2009,"0000950123-09-070562","12/14/2009",0
29647,2005,"0001047469-05-006571","3/15/2005",0
29647,2006,"0001104659-06-012219","2/27/2006",0
29647,2007,"0001104659-07-013495","2/23/2007",0
29647,2008,"0001047469-08-002584","3/12/2008",0
29647,2009,"0000914536-09-000040","3/5/2009",0
29668,2005,"0000950129-05-003116","3/31/2005",0
29668,2006,"0000950129-06-003511","3/31/2006",0
29668,2007,"0000911151-07-000009","4/2/2007",0
29668,2008,"0000911151-08-000007","3/31/2008",0
29698,2005,"0000950137-05-009166","7/27/2005",0
29698,2006,"0000950137-06-008236","7/28/2006",0
29698,2007,"0000950137-07-010412","7/24/2007",0
29698,2008,"0000950137-08-009474","7/18/2008",0
29698,2009,"0000950123-09-023091","7/17/2009",0
29705,2005,"0000915779-05-000072","7/6/2005",0
29705,2006,"0000915779-06-000141","7/6/2006",0
29705,2007,"0000915779-07-000055","6/22/2007",0
29705,2008,"0000915779-08-000038","6/23/2008",0
29705,2009,"0000915779-09-000014","6/17/2009",0
29709,2005,"0001193125-05-134950","6/29/2005",0
29709,2006,"0001144204-06-024819","6/14/2006",0
29709,2008,"0001144204-08-036227","6/23/2008",0
29722,2005,"0001193125-05-050891","3/15/2005",0
29722,2006,"0001193125-06-055016","3/15/2006",0
29722,2007,"0001193125-07-056530","3/16/2007",0
29722,2008,"0001193125-08-058624","3/17/2008",0
29722,2009,"0001193125-09-053867","3/13/2009",0
29729,2005,"0001193125-05-193327","9/28/2005",0
29729,2006,"0001193125-06-225226","11/6/2006",0
29729,2007,"0001193125-07-200761","9/13/2007",0
29729,2008,"0001362310-08-005181","9/16/2008",0
29729,2009,"0000950123-09-039811","8/31/2009",0
29733,2005,"0000950144-05-001851","2/25/2005",0
29733,2006,"0000950144-06-001538","2/27/2006",0
29733,2007,"0000950144-07-001677","2/28/2007",0
29733,2008,"0000950144-08-001341","2/25/2008",0
29733,2009,"0000950144-09-001377","2/17/2009",0
29741,2005,"0001009448-05-000039","4/29/2005",0
29741,2006,"0001009448-06-000077","4/28/2006",0
29746,2005,"0001047469-05-006821","3/16/2005",0
29746,2006,"0001104659-06-017393","3/16/2006",0
29746,2007,"0001104659-07-020083","3/16/2007",0
29746,2008,"0001047469-08-003947","4/1/2008",0
29746,2009,"0001047469-09-003547","3/31/2009",0
29751,2005,"0001193125-05-049532","3/14/2005",0
29751,2006,"0001206774-06-000435","3/15/2006",0
29751,2007,"0001193125-07-044118","3/1/2007",0
29751,2008,"0001193125-08-042183","2/29/2008",0
29751,2009,"0001193125-09-040740","2/27/2009",0
29762,2005,"0001144204-05-009627","3/31/2005",0
29762,2006,"0001144204-06-012678","3/31/2006",0
29762,2007,"0001144204-07-019231","4/17/2007",0
29762,2008,"0001140361-08-009537","4/14/2008",0
29762,2009,"0001185185-09-000303","4/10/2009",0
29791,2005,"0000950137-05-007311","6/13/2005",0
29791,2006,"0000950137-06-006521","6/5/2006",0
29791,2007,"0000892569-07-000712","5/25/2007",0
29791,2008,"0000950134-08-010149","5/23/2008",0
29791,2009,"0000950134-09-011296","5/21/2009",0
29816,2009,"0001185185-09-000673","7/14/2009",0
29829,2005,"0000915127-05-000044","9/28/2005",0
29829,2006,"0000915127-06-000034","10/13/2006",0
29829,2007,"0000915127-07-000081","9/28/2007",0
29829,2008,"0000915127-08-000063","9/30/2008",0
29829,2009,"0000915127-09-000032","9/29/2009",0
29830,2005,"0000950144-05-012856","12/19/2005",0
29830,2006,"0000950144-06-011132","11/22/2006",0
29830,2007,"0000950144-07-010752","11/28/2007",0
29830,2008,"0001193125-08-244646","11/26/2008",0
29830,2009,"0001193125-09-236896","11/18/2009",0
29837,2005,"0001206774-05-000364","3/16/2005",0
29837,2006,"0001206774-06-000397","3/9/2006",0
29837,2007,"0000950144-07-002193","3/14/2007",0
29837,2008,"0000950144-08-001624","3/4/2008",0
29837,2009,"0000950144-09-001988","3/6/2009",0
29846,2005,"0001171520-05-000185","4/29/2005",0
29870,2005,"0000950152-05-002068","3/14/2005",0
29870,2006,"0000950152-06-002108","3/15/2006",0
29870,2007,"0001193125-07-053478","3/13/2007",0
29870,2008,"0000950152-08-001940","3/14/2008",0
29870,2009,"0000950152-09-002013","3/2/2009",0
29894,2005,"0001005794-05-000187","3/16/2005",0
29894,2006,"0001005794-06-000137","3/16/2006",0
29894,2007,"0001005794-07-000125","3/16/2007",0
29894,2008,"0001005794-08-000084","3/17/2008",0
29894,2009,"0001005794-09-000055","3/31/2009",0
29900,2005,"0001104659-05-010911","3/14/2005",0
29900,2006,"0001104659-06-012592","2/28/2006",0
29900,2007,"0001104659-07-017500","3/9/2007",0
29900,2008,"0001104659-08-015740","3/6/2008",0
29900,2009,"0001104659-09-014672","3/5/2009",0
29901,2005,"0001104659-05-048573","10/14/2005",0
29901,2006,"0001104659-06-069980","10/31/2006",0
29901,2007,"0001104659-07-072450","10/1/2007",0
29901,2008,"0001047469-08-010447","9/29/2008",0
29910,2005,"0001193125-05-179092","9/1/2005",0
29910,2006,"0001193125-06-184564","9/1/2006",0
29910,2007,"0001193125-07-191223","8/29/2007",0
29910,2008,"0001193125-08-186801","8/28/2008",0
29910,2009,"0001193125-09-183045","8/27/2009",0
29921,2009,"0001193125-09-065312","3/27/2009",0
29930,2005,"0000950129-05-008977","9/6/2005",0
29930,2006,"0000950134-06-013114","7/13/2006",0
29930,2007,"0000950148-07-000169","6/29/2007",0
29930,2009,"0000950123-09-013860","6/15/2009",0
